<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.11.24	02:00:00	4075.02	4076.02	4058.37	4067.34	6197	0	28
2025.11.24	03:00:00	4068.00	4073.17	4042.74	4044.19	9223	0	28
2025.11.24	04:00:00	4043.98	4051.41	4040.79	4043.51	7912	0	28
2025.11.24	05:00:00	4043.53	4058.09	4043.53	4050.18	7431	0	28
2025.11.24	06:00:00	4050.39	4061.08	4042.28	4043.98	7432	0	28
2025.11.24	07:00:00	4044.04	4049.49	4040.17	4046.31	7744	0	28
2025.11.24	08:00:00	4046.30	4058.15	4045.53	4053.36	7855	0	28
2025.11.24	09:00:00	4053.37	4067.65	4051.55	4059.95	7731	0	28
2025.11.24	10:00:00	4059.94	4066.98	4059.60	4063.34	7323	0	28
2025.11.24	11:00:00	4063.19	4074.06	4063.08	4071.79	8184	0	28
2025.11.24	12:00:00	4071.83	4077.20	4063.42	4063.87	7483	0	28
2025.11.24	13:00:00	4063.85	4071.54	4063.10	4069.89	6540	0	28
2025.11.24	14:00:00	4069.90	4083.93	4065.79	4080.29	7717	0	28
2025.11.24	15:00:00	4080.45	4085.75	4073.78	4077.68	8836	0	28
2025.11.24	16:00:00	4077.67	4085.88	4068.30	4081.27	9764	0	28
2025.11.24	17:00:00	4081.14	4093.74	4081.08	4091.73	10186	0	28
2025.11.24	18:00:00	4091.79	4098.88	4089.80	4097.16	8938	0	28
2025.11.24	19:00:00	4097.19	4100.31	4089.64	4093.22	7544	0	28
2025.11.24	20:00:00	4093.01	4125.69	4087.85	4120.17	8750	0	28
2025.11.24	21:00:00	4120.28	4124.08	4113.80	4118.35	7906	0	28
2025.11.24	22:00:00	4118.25	4133.43	4117.82	4132.37	8210	0	28
2025.11.24	23:00:00	4132.42	4139.97	4129.84	4137.71	3502	0	28
2025.11.25	01:00:00	4135.46	4144.18	4125.31	4143.68	5949	0	28
2025.11.25	02:00:00	4144.06	4144.06	4127.55	4129.62	7217	0	28
2025.11.25	03:00:00	4129.68	4139.23	4122.68	4134.70	9161	0	28
2025.11.25	04:00:00	4134.70	4155.76	4132.72	4150.69	8362	0	28
2025.11.25	05:00:00	4150.69	4150.85	4139.49	4143.15	8122	0	28
2025.11.25	06:00:00	4143.15	4148.31	4139.50	4140.76	6268	0	28
2025.11.25	07:00:00	4141.07	4151.86	4140.99	4150.84	6708	0	28
2025.11.25	08:00:00	4150.93	4152.01	4138.61	4141.64	7891	0	28
2025.11.25	09:00:00	4141.58	4145.89	4130.26	4132.47	8150	0	28
2025.11.25	10:00:00	4132.49	4139.34	4109.55	4115.93	8479	0	28
2025.11.25	11:00:00	4115.93	4131.24	4113.96	4128.30	8079	0	28
2025.11.25	12:00:00	4128.23	4138.68	4127.37	4131.28	7408	0	28
2025.11.25	13:00:00	4131.39	4137.20	4127.74	4133.47	7000	0	28
2025.11.25	14:00:00	4133.46	4138.78	4116.53	4129.81	7967	0	28
2025.11.25	15:00:00	4129.95	4150.72	4129.42	4147.83	8905	0	28
2025.11.25	16:00:00	4147.67	4148.51	4111.19	4125.19	9754	0	28
2025.11.25	17:00:00	4125.33	4133.82	4117.93	4123.08	9386	0	28
2025.11.25	18:00:00	4123.08	4141.29	4122.13	4136.16	8365	0	28
2025.11.25	19:00:00	4136.01	4159.22	4135.90	4146.05	9347	0	28
2025.11.25	20:00:00	4146.07	4150.85	4132.77	4134.51	7781	0	28
2025.11.25	21:00:00	4134.26	4140.28	4128.41	4133.66	7682	0	28
2025.11.25	22:00:00	4134.00	4138.24	4130.55	4132.18	6903	0	28
2025.11.25	23:00:00	4132.26	4132.43	4127.62	4130.84	3704	0	28
2025.11.26	01:00:00	4130.43	4136.83	4129.84	4133.73	3757	0	28
2025.11.26	02:00:00	4133.70	4144.37	4132.67	4142.67	6033	0	28
2025.11.26	03:00:00	4142.71	4152.81	4138.37	4148.38	7827	0	28
2025.11.26	04:00:00	4148.34	4166.68	4147.27	4161.42	8553	0	28
2025.11.26	05:00:00	4161.42	4169.34	4160.28	4165.92	6799	0	28
2025.11.26	06:00:00	4165.83	4166.79	4156.65	4161.88	5922	0	28
2025.11.26	07:00:00	4161.89	4168.69	4160.22	4162.22	6854	0	28
2025.11.26	08:00:00	4162.11	4162.74	4146.84	4150.02	7798	0	28
2025.11.26	09:00:00	4150.04	4161.36	4149.29	4157.24	6886	0	28
2025.11.26	10:00:00	4157.20	4168.49	4154.80	4161.02	7622	0	28
2025.11.26	11:00:00	4160.99	4164.43	4156.51	4162.64	6514	0	28
2025.11.26	12:00:00	4162.66	4165.06	4156.04	4159.86	6821	0	28
2025.11.26	13:00:00	4160.06	4172.89	4157.75	4171.44	6737	0	28
2025.11.26	14:00:00	4171.46	4173.31	4148.83	4155.05	8234	0	28
2025.11.26	15:00:00	4154.99	4166.52	4148.91	4153.23	9163	0	28
2025.11.26	16:00:00	4153.26	4156.74	4140.38	4142.31	9653	0	28
2025.11.26	17:00:00	4142.24	4165.60	4136.81	4165.28	9923	0	28
2025.11.26	18:00:00	4165.32	4168.42	4160.52	4167.05	8412	0	28
2025.11.26	19:00:00	4167.06	4169.81	4164.94	4167.11	7219	0	28
2025.11.26	20:00:00	4167.16	4171.54	4157.96	4164.60	8075	0	28
2025.11.26	21:00:00	4164.61	4169.73	4162.35	4163.43	7107	0	28
2025.11.26	22:00:00	4163.36	4167.45	4161.32	4164.04	7389	0	28
2025.11.26	23:00:00	4164.00	4167.43	4162.18	4164.33	3761	0	28
2025.11.27	01:00:00	4163.34	4168.54	4162.50	4164.55	4099	0	28
2025.11.27	02:00:00	4164.70	4167.08	4161.91	4164.48	4502	0	28
2025.11.27	03:00:00	4164.38	4165.19	4148.57	4154.15	8734	0	28
2025.11.27	04:00:00	4154.12	4156.20	4144.65	4145.60	7415	0	28
2025.11.27	05:00:00	4145.62	4150.65	4144.36	4147.31	6157	0	28
2025.11.27	06:00:00	4147.19	4154.61	4142.69	4150.69	6176	0	28
2025.11.27	07:00:00	4150.66	4154.56	4144.69	4146.99	5956	0	28
2025.11.27	08:00:00	4147.03	4159.16	4147.00	4157.36	7373	0	28
2025.11.27	09:00:00	4157.35	4162.22	4155.45	4160.03	7003	0	28
2025.11.27	10:00:00	4160.09	4167.15	4159.60	4165.75	7009	0	28
2025.11.27	11:00:00	4165.59	4165.75	4148.32	4158.64	7413	0	28
2025.11.27	12:00:00	4158.67	4160.43	4152.38	4156.49	6206	0	28
2025.11.27	13:00:00	4156.48	4162.42	4155.91	4157.41	5566	0	28
2025.11.27	14:00:00	4157.40	4159.11	4153.57	4154.00	4905	0	28
2025.11.27	15:00:00	4154.07	4157.89	4149.18	4154.97	7839	0	28
2025.11.27	16:00:00	4154.97	4160.57	4152.99	4153.27	7040	0	28
2025.11.27	17:00:00	4153.25	4161.68	4153.00	4157.90	6195	0	28
2025.11.27	18:00:00	4157.91	4158.34	4151.38	4156.32	5100	0	28
2025.11.27	19:00:00	4156.33	4159.15	4154.68	4157.75	3250	0	28
2025.11.27	20:00:00	4157.76	4159.85	4155.68	4159.13	3242	0	28
2025.11.27	21:00:00	4159.08	4160.38	4157.13	4157.13	1559	0	28
2025.11.28	01:00:00	4158.70	4163.81	4157.91	4163.17	2623	0	28
2025.11.28	02:00:00	4163.03	4182.82	4163.01	4180.57	6035	0	28
2025.11.28	03:00:00	4180.56	4193.11	4180.53	4191.09	7599	0	28
2025.11.28	04:00:00	4191.07	4191.95	4186.00	4189.53	5504	0	28
2025.11.28	05:00:00	4189.45	4191.60	4182.68	4183.96	2498	0	28
2025.11.28	06:00:00	4184.06	4188.78	4178.64	4188.55	3013	0	28
2025.11.28	07:00:00	4188.45	4188.70	4171.24	4182.43	3014	0	28
2025.11.28	08:00:00	4182.48	4188.79	4181.92	4187.40	2301	0	28
2025.11.28	09:00:00	4187.41	4187.58	4174.23	4174.70	1606	0	28
2025.11.28	10:00:00	4174.55	4178.75	4156.22	4169.35	6191	0	28
2025.11.28	11:00:00	4169.72	4169.72	4162.51	4166.95	6507	0	28
2025.11.28	12:00:00	4167.01	4178.73	4160.73	4163.66	4319	0	28
2025.11.28	13:00:00	4163.62	4179.96	4162.81	4171.72	6111	0	28
2025.11.28	14:00:00	4171.29	4177.45	4168.65	4176.67	3256	0	32
2025.11.28	15:00:00	4176.73	4182.86	4169.04	4182.39	4718	0	28
2025.11.28	16:00:00	4182.40	4208.83	4182.39	4198.15	9048	0	28
2025.11.28	17:00:00	4198.16	4203.97	4185.54	4203.67	8806	0	28
2025.11.28	18:00:00	4203.60	4210.73	4197.70	4206.15	8156	0	28
2025.11.28	19:00:00	4206.27	4216.92	4204.34	4216.87	8355	0	28
2025.11.28	20:00:00	4216.89	4226.57	4211.02	4220.31	7149	0	28
2025.11.28	21:00:00	4220.29	4221.76	4216.14	4219.30	4076	0	28
2025.12.01	01:00:00	4224.15	4230.44	4205.71	4222.14	7636	0	28
2025.12.01	02:00:00	4221.74	4233.57	4218.26	4230.82	7609	0	28
2025.12.01	03:00:00	4230.76	4256.04	4219.93	4255.43	10032	0	28
2025.12.01	04:00:00	4255.57	4256.40	4234.38	4242.83	9180	0	28
2025.12.01	05:00:00	4242.82	4243.93	4232.52	4239.21	8052	0	28
2025.12.01	06:00:00	4239.24	4246.91	4236.39	4245.63	6019	0	28
2025.12.01	07:00:00	4245.68	4246.66	4215.37	4229.57	8933	0	28
2025.12.01	08:00:00	4229.66	4240.50	4226.25	4236.86	8031	0	28
2025.12.01	09:00:00	4236.93	4246.48	4231.69	4245.31	7436	0	28
2025.12.01	10:00:00	4245.32	4253.46	4238.40	4244.68	7973	0	28
2025.12.01	11:00:00	4244.96	4251.73	4243.69	4249.94	7514	0	28
2025.12.01	12:00:00	4249.93	4262.09	4249.02	4255.36	8278	0	28
2025.12.01	13:00:00	4255.46	4258.38	4248.19	4254.63	7838	0	28
2025.12.01	14:00:00	4254.57	4256.55	4244.46	4246.50	8751	0	28
2025.12.01	15:00:00	4246.50	4264.48	4245.68	4247.31	9758	0	28
2025.12.01	16:00:00	4247.23	4249.27	4219.67	4239.73	10582	0	28
2025.12.01	17:00:00	4239.87	4244.85	4219.61	4232.41	10874	0	28
2025.12.01	18:00:00	4232.45	4242.19	4225.18	4226.11	10647	0	28
2025.12.01	19:00:00	4226.26	4239.80	4223.31	4232.31	9755	0	28
2025.12.01	20:00:00	4232.56	4244.57	4232.42	4240.28	8669	0	28
2025.12.01	21:00:00	4240.30	4243.63	4229.22	4236.96	8763	0	28
2025.12.01	22:00:00	4236.94	4241.58	4234.50	4237.40	7657	0	28
2025.12.01	23:00:00	4237.41	4240.46	4230.17	4233.14	4215	0	28
2025.12.02	01:00:00	4231.22	4235.89	4224.42	4227.38	5387	0	28
2025.12.02	02:00:00	4227.44	4229.51	4221.64	4226.74	6949	0	28
2025.12.02	03:00:00	4226.71	4227.25	4198.78	4219.35	10105	0	28
2025.12.02	04:00:00	4219.45	4224.30	4214.55	4221.43	8204	0	28
2025.12.02	05:00:00	4221.49	4226.32	4215.74	4216.85	7513	0	28
2025.12.02	06:00:00	4216.80	4220.56	4213.84	4218.59	6084	0	28
2025.12.02	07:00:00	4218.60	4225.15	4215.17	4224.83	7093	0	28
2025.12.02	08:00:00	4224.82	4226.25	4203.29	4212.88	8725	0	28
2025.12.02	09:00:00	4212.82	4219.36	4209.55	4213.41	6222	0	28
2025.12.02	10:00:00	4213.42	4217.06	4207.13	4210.11	7015	0	28
2025.12.02	11:00:00	4209.70	4213.08	4181.28	4191.91	8092	0	28
2025.12.02	12:00:00	4191.85	4192.30	4182.34	4185.79	6685	0	28
2025.12.02	13:00:00	4185.77	4205.91	4184.86	4205.35	6250	0	28
2025.12.02	14:00:00	4205.44	4209.47	4200.97	4208.53	5994	0	28
2025.12.02	15:00:00	4208.55	4215.17	4202.15	4212.36	8856	0	28
2025.12.02	16:00:00	4212.33	4230.63	4212.23	4218.95	10446	0	28
2025.12.02	17:00:00	4218.57	4219.46	4163.92	4169.48	10967	0	28
2025.12.02	18:00:00	4169.88	4190.15	4167.14	4184.70	10245	0	28
2025.12.02	19:00:00	4184.71	4196.69	4184.60	4193.79	8329	0	28
2025.12.02	20:00:00	4193.63	4196.83	4183.20	4190.85	8105	0	28
2025.12.02	21:00:00	4191.01	4200.31	4191.01	4196.39	6805	0	28
2025.12.02	22:00:00	4196.39	4212.29	4194.84	4210.21	7343	0	28
2025.12.02	23:00:00	4209.99	4211.72	4206.49	4206.65	3334	0	28
2025.12.03	01:00:00	4206.67	4215.96	4202.68	4212.73	5341	0	28
2025.12.03	02:00:00	4212.82	4212.84	4204.55	4211.75	6770	0	28
2025.12.03	03:00:00	4212.68	4220.90	4211.68	4214.42	8923	0	28
2025.12.03	04:00:00	4214.40	4228.79	4214.23	4226.61	7698	0	28
2025.12.03	05:00:00	4226.61	4227.49	4220.19	4221.14	5916	0	28
2025.12.03	06:00:00	4221.14	4225.19	4217.36	4222.33	4551	0	28
2025.12.03	07:00:00	4222.35	4223.84	4203.43	4207.72	7799	0	28
2025.12.03	08:00:00	4207.70	4211.74	4204.88	4208.20	7488	0	28
2025.12.03	09:00:00	4208.28	4210.24	4200.08	4206.29	6396	0	28
2025.12.03	10:00:00	4206.44	4209.92	4203.80	4206.38	7292	0	28
2025.12.03	11:00:00	4206.93	4207.54	4196.98	4202.09	6951	0	28
2025.12.03	12:00:00	4202.08	4204.75	4194.53	4200.61	7362	0	28
2025.12.03	13:00:00	4200.55	4209.13	4197.33	4208.75	6511	0	28
2025.12.03	14:00:00	4208.68	4214.18	4205.15	4213.35	7051	0	28
2025.12.03	15:00:00	4213.41	4238.24	4211.31	4236.92	9483	0	28
2025.12.03	16:00:00	4236.96	4241.34	4205.23	4212.58	10947	0	28
2025.12.03	17:00:00	4211.70	4229.21	4206.14	4216.25	10356	0	28
2025.12.03	18:00:00	4216.23	4224.99	4195.80	4200.87	9862	0	28
2025.12.03	19:00:00	4200.76	4215.38	4200.27	4211.06	9008	0	28
2025.12.03	20:00:00	4211.03	4211.45	4195.10	4196.85	9181	0	28
2025.12.03	21:00:00	4196.89	4209.91	4196.88	4207.79	7425	0	28
2025.12.03	22:00:00	4207.79	4212.74	4203.62	4206.21	7523	0	28
2025.12.03	23:00:00	4206.11	4210.09	4203.43	4203.43	4178	0	28
2025.12.04	01:00:00	4203.35	4208.93	4202.61	4207.14	3997	0	28
2025.12.04	02:00:00	4207.16	4215.72	4204.41	4211.69	5828	0	28
2025.12.04	03:00:00	4211.65	4216.80	4205.87	4209.22	9119	0	28
2025.12.04	04:00:00	4209.22	4209.22	4198.87	4200.52	8025	0	28
2025.12.04	05:00:00	4200.50	4201.49	4187.52	4195.81	7773	0	28
2025.12.04	06:00:00	4195.80	4199.03	4192.88	4197.00	5452	0	28
2025.12.04	07:00:00	4196.95	4198.97	4175.20	4181.01	8074	0	28
2025.12.04	08:00:00	4181.05	4190.25	4178.60	4190.12	8885	0	28
2025.12.04	09:00:00	4190.21	4194.93	4186.61	4193.84	6895	0	28
2025.12.04	10:00:00	4193.68	4196.24	4184.81	4184.84	8251	0	28
2025.12.04	11:00:00	4184.89	4202.21	4183.53	4199.77	7523	0	28
2025.12.04	12:00:00	4199.81	4202.60	4196.60	4197.24	6461	0	28
2025.12.04	13:00:00	4197.27	4206.50	4197.13	4198.48	6186	0	28
2025.12.04	14:00:00	4198.37	4201.75	4188.66	4190.43	7266	0	28
2025.12.04	15:00:00	4190.44	4198.42	4185.70	4198.28	9697	0	0
2025.12.04	16:00:00	4198.30	4213.20	4193.61	4201.25	10209	0	28
2025.12.04	17:00:00	4200.99	4210.08	4191.42	4207.40	10273	0	28
2025.12.04	18:00:00	4207.43	4219.01	4206.68	4215.61	9198	0	28
2025.12.04	19:00:00	4215.90	4217.47	4208.78	4216.46	7621	0	28
2025.12.04	20:00:00	4216.34	4217.33	4207.22	4207.87	7958	0	28
2025.12.04	21:00:00	4207.89	4210.09	4199.58	4208.86	8165	0	28
2025.12.04	22:00:00	4208.79	4210.31	4205.41	4209.83	7069	0	28
2025.12.04	23:00:00	4209.85	4210.11	4207.83	4209.52	3171	0	28
2025.12.05	01:00:00	4208.26	4209.73	4203.89	4206.10	3785	0	28
2025.12.05	02:00:00	4206.04	4210.34	4201.22	4201.80	5332	0	28
2025.12.05	03:00:00	4201.63	4204.38	4194.82	4203.09	8387	0	28
2025.12.05	04:00:00	4203.06	4208.49	4196.66	4207.28	7271	0	28
2025.12.05	05:00:00	4207.46	4210.99	4201.71	4209.47	6614	0	28
2025.12.05	06:00:00	4209.61	4217.36	4207.91	4216.76	5537	0	28
2025.12.05	07:00:00	4216.72	4221.13	4214.34	4220.29	6510	0	28
2025.12.05	08:00:00	4220.12	4229.25	4218.48	4224.42	7712	0	28
2025.12.05	09:00:00	4224.50	4230.70	4222.47	4224.40	5902	0	28
2025.12.05	10:00:00	4224.41	4226.92	4220.51	4220.54	6367	0	28
2025.12.05	11:00:00	4220.27	4224.98	4215.89	4223.24	5790	0	28
2025.12.05	12:00:00	4223.25	4227.41	4222.52	4222.91	4875	0	28
2025.12.05	13:00:00	4222.84	4225.61	4219.93	4223.56	4586	0	28
2025.12.05	14:00:00	4223.57	4229.61	4222.79	4228.65	6478	0	28
2025.12.05	15:00:00	4228.65	4238.59	4221.47	4234.46	9339	0	28
2025.12.05	16:00:00	4234.69	4245.27	4228.36	4241.85	9714	0	28
2025.12.05	17:00:00	4241.83	4259.22	4234.15	4243.57	10319	0	28
2025.12.05	18:00:00	4243.94	4245.61	4198.58	4214.17	10818	0	28
2025.12.05	19:00:00	4213.10	4219.60	4206.59	4217.57	8865	0	28
2025.12.05	20:00:00	4217.42	4219.11	4206.80	4208.87	8051	0	28
2025.12.05	21:00:00	4208.83	4210.70	4202.40	4207.46	6751	0	28
2025.12.05	22:00:00	4207.60	4207.61	4199.35	4202.04	7885	0	28
2025.12.05	23:00:00	4202.04	4202.43	4191.96	4196.13	4989	0	28
2025.12.08	01:00:00	4196.53	4209.50	4195.60	4201.21	6205	0	28
2025.12.08	02:00:00	4201.19	4211.56	4199.51	4210.70	6534	0	28
2025.12.08	03:00:00	4210.68	4211.55	4197.59	4201.21	9364	0	28
2025.12.08	04:00:00	4201.11	4212.27	4198.59	4208.34	7744	0	28
2025.12.08	05:00:00	4208.34	4213.10	4206.74	4209.91	6614	0	28
2025.12.08	06:00:00	4209.94	4213.18	4206.96	4208.63	4574	0	28
2025.12.08	07:00:00	4208.64	4217.08	4204.66	4216.98	6133	0	28
2025.12.08	08:00:00	4216.97	4218.95	4212.08	4216.99	6998	0	28
2025.12.08	09:00:00	4217.08	4217.42	4206.26	4206.74	6356	0	28
2025.12.08	10:00:00	4207.22	4216.47	4203.07	4209.78	6815	0	28
2025.12.08	11:00:00	4209.77	4212.77	4204.30	4207.90	6647	0	28
2025.12.08	12:00:00	4207.96	4210.23	4201.03	4203.43	5807	0	28
2025.12.08	13:00:00	4203.53	4214.07	4199.63	4208.35	6071	0	28
2025.12.08	14:00:00	4208.52	4215.36	4208.24	4213.73	5714	0	28
2025.12.08	15:00:00	4213.73	4214.70	4197.91	4201.66	9321	0	28
2025.12.08	16:00:00	4201.68	4211.51	4195.70	4196.49	9761	0	28
2025.12.08	17:00:00	4196.38	4196.63	4176.38	4182.86	10310	0	28
2025.12.08	18:00:00	4182.83	4197.62	4177.09	4191.46	9283	0	28
2025.12.08	19:00:00	4191.40	4195.62	4185.55	4194.72	7696	0	28
2025.12.08	20:00:00	4194.74	4195.54	4184.43	4187.26	7449	0	28
2025.12.08	21:00:00	4187.17	4188.80	4184.13	4187.07	6684	0	28
2025.12.08	22:00:00	4187.05	4195.54	4184.90	4191.46	6788	0	28
2025.12.08	23:00:00	4191.51	4193.18	4188.32	4189.42	2973	0	28
2025.12.09	01:00:00	4191.86	4195.41	4189.60	4194.83	3430	0	28
2025.12.09	02:00:00	4194.77	4195.65	4189.97	4190.48	4449	0	28
2025.12.09	03:00:00	4190.39	4197.31	4188.78	4196.11	7465	0	28
2025.12.09	04:00:00	4196.07	4197.12	4186.12	4189.88	6886	0	28
2025.12.09	05:00:00	4189.95	4198.64	4189.95	4194.47	6105	0	28
2025.12.09	06:00:00	4194.47	4195.60	4184.63	4186.88	5674	0	28
2025.12.09	07:00:00	4186.85	4187.30	4178.12	4179.71	7311	0	28
2025.12.09	08:00:00	4179.81	4184.01	4169.94	4182.09	7803	0	28
2025.12.09	09:00:00	4182.12	4185.67	4175.78	4182.33	6898	0	28
2025.12.09	10:00:00	4182.29	4191.86	4182.29	4191.60	6481	0	28
2025.12.09	11:00:00	4191.59	4212.75	4190.74	4202.84	8638	0	28
2025.12.09	12:00:00	4202.67	4208.26	4201.19	4203.92	7249	0	28
2025.12.09	13:00:00	4203.91	4206.40	4201.14	4202.97	5857	0	28
2025.12.09	14:00:00	4203.12	4207.48	4198.40	4204.11	6269	0	28
2025.12.09	15:00:00	4204.45	4207.99	4195.70	4201.25	9352	0	28
2025.12.09	16:00:00	4201.29	4210.24	4189.45	4204.81	9890	0	28
2025.12.09	17:00:00	4204.57	4216.28	4190.03	4212.52	10657	0	28
2025.12.09	18:00:00	4212.42	4221.30	4210.15	4212.35	10128	0	28
2025.12.09	19:00:00	4212.36	4216.12	4201.59	4203.11	8982	0	28
2025.12.09	20:00:00	4202.94	4209.70	4201.27	4208.95	8241	0	28
2025.12.09	21:00:00	4208.93	4214.46	4207.19	4212.45	7391	0	28
2025.12.09	22:00:00	4212.28	4215.93	4208.80	4212.10	7658	0	28
2025.12.09	23:00:00	4212.08	4212.84	4208.36	4208.43	5255	0	28
2025.12.10	01:00:00	4207.53	4212.87	4207.52	4210.77	3580	0	28
2025.12.10	02:00:00	4210.75	4212.61	4207.02	4208.29	4840	0	28
2025.12.10	03:00:00	4208.13	4217.96	4206.85	4213.73	8694	0	28
2025.12.10	04:00:00	4213.67	4218.68	4211.60	4217.09	6768	0	28
2025.12.10	05:00:00	4217.00	4217.07	4203.76	4206.33	6724	0	28
2025.12.10	06:00:00	4206.32	4209.56	4205.43	4206.97	3924	0	28
2025.12.10	07:00:00	4206.93	4214.51	4201.75	4211.38	6478	0	28
2025.12.10	08:00:00	4211.32	4211.63	4202.88	4207.14	7361	0	28
2025.12.10	09:00:00	4207.20	4209.29	4203.12	4203.24	6036	0	28
2025.12.10	10:00:00	4203.19	4206.39	4197.06	4197.96	6929	0	28
2025.12.10	11:00:00	4197.95	4200.48	4192.60	4194.33	7280	0	28
2025.12.10	12:00:00	4194.32	4196.30	4187.82	4193.13	7348	0	28
2025.12.10	13:00:00	4193.23	4197.76	4192.51	4197.46	5747	0	28
2025.12.10	14:00:00	4197.30	4202.10	4195.29	4196.28	6497	0	28
2025.12.10	15:00:00	4196.37	4204.94	4193.11	4200.68	9159	0	28
2025.12.10	16:00:00	4200.66	4206.69	4191.35	4192.47	9836	0	28
2025.12.10	17:00:00	4192.50	4201.00	4188.93	4193.84	9763	0	28
2025.12.10	18:00:00	4193.83	4204.99	4192.98	4204.70	8039	0	28
2025.12.10	19:00:00	4204.64	4204.76	4196.90	4199.64	7324	0	28
2025.12.10	20:00:00	4199.66	4200.60	4192.00	4194.45	6898	0	28
2025.12.10	21:00:00	4194.40	4219.72	4182.03	4216.58	11227	0	28
2025.12.10	22:00:00	4216.14	4238.66	4211.18	4229.90	10531	0	28
2025.12.10	23:00:00	4229.51	4232.34	4221.18	4227.69	4553	0	28
2025.12.11	01:00:00	4227.72	4234.02	4223.99	4232.24	4421	0	28
2025.12.11	02:00:00	4232.25	4245.24	4231.27	4237.10	6516	0	28
2025.12.11	03:00:00	4237.09	4247.52	4233.00	4238.29	9037	0	28
2025.12.11	04:00:00	4238.28	4240.71	4220.77	4222.30	7966	0	28
2025.12.11	05:00:00	4221.79	4224.96	4209.44	4216.73	7873	0	28
2025.12.11	06:00:00	4216.74	4218.25	4208.49	4213.55	5906	0	28
2025.12.11	07:00:00	4213.58	4216.21	4206.00	4207.42	6642	0	28
2025.12.11	08:00:00	4207.45	4215.44	4204.30	4214.34	7071	0	28
2025.12.11	09:00:00	4214.28	4218.39	4210.57	4215.87	5750	0	28
2025.12.11	10:00:00	4215.95	4219.52	4212.85	4216.49	6464	0	28
2025.12.11	11:00:00	4216.52	4221.54	4210.34	4218.44	6595	0	28
2025.12.11	12:00:00	4218.45	4225.81	4211.79	4216.89	6846	0	28
2025.12.11	13:00:00	4216.87	4218.97	4209.81	4211.27	5182	0	28
2025.12.11	14:00:00	4211.14	4220.43	4208.78	4220.33	6483	0	28
2025.12.11	15:00:00	4220.60	4223.03	4205.34	4220.94	9242	0	28
2025.12.11	16:00:00	4221.04	4244.24	4218.02	4230.30	10180	0	28
2025.12.11	17:00:00	4230.23	4261.22	4226.20	4255.84	10601	0	28
2025.12.11	18:00:00	4255.90	4278.75	4250.21	4273.41	10148	0	28
2025.12.11	19:00:00	4273.44	4281.71	4272.12	4278.64	9287	0	28
2025.12.11	20:00:00	4278.52	4285.85	4266.67	4268.14	8550	0	28
2025.12.11	21:00:00	4268.10	4278.33	4263.10	4273.50	8036	0	28
2025.12.11	22:00:00	4273.52	4276.33	4264.40	4276.24	8143	0	28
2025.12.11	23:00:00	4276.23	4283.62	4272.58	4282.08	4009	0	28
2025.12.12	01:00:00	4281.43	4283.40	4272.56	4276.40	4392	0	28
2025.12.12	02:00:00	4276.27	4280.07	4268.93	4269.29	5762	0	28
2025.12.12	03:00:00	4269.35	4276.06	4264.61	4270.99	8976	0	28
2025.12.12	04:00:00	4270.93	4276.74	4269.38	4270.31	7323	0	28
2025.12.12	05:00:00	4270.45	4274.56	4268.65	4270.55	5832	0	28
2025.12.12	06:00:00	4270.55	4270.96	4266.27	4266.37	4707	0	28
2025.12.12	07:00:00	4266.38	4280.37	4266.04	4278.94	6344	0	28
2025.12.12	08:00:00	4278.95	4283.15	4276.65	4282.82	6784	0	28
2025.12.12	09:00:00	4282.61	4290.39	4281.38	4287.06	6425	0	28
2025.12.12	10:00:00	4287.01	4309.39	4286.91	4308.05	7781	0	28
2025.12.12	11:00:00	4308.03	4320.20	4306.94	4318.22	8297	0	28
2025.12.12	12:00:00	4318.30	4330.81	4314.69	4329.87	8002	0	28
2025.12.12	13:00:00	4330.02	4339.11	4326.92	4336.22	7814	0	28
2025.12.12	14:00:00	4336.37	4339.07	4324.76	4325.88	8141	0	28
2025.12.12	15:00:00	4325.79	4346.07	4321.40	4340.93	9904	0	28
2025.12.12	16:00:00	4340.71	4353.36	4330.90	4346.81	10364	0	28
2025.12.12	17:00:00	4346.73	4351.28	4283.17	4290.49	11400	0	28
2025.12.12	18:00:00	4290.28	4296.47	4257.81	4281.81	11361	0	28
2025.12.12	19:00:00	4281.87	4298.22	4271.11	4294.22	10376	0	28
2025.12.12	20:00:00	4294.20	4303.53	4290.52	4294.89	9386	0	28
2025.12.12	21:00:00	4295.17	4299.67	4289.76	4296.45	8073	0	28
2025.12.12	22:00:00	4296.46	4302.88	4288.51	4299.35	8234	0	28
2025.12.12	23:00:00	4299.33	4304.10	4298.19	4300.30	3550	0	28
2025.12.15	01:00:00	4300.62	4308.37	4294.65	4302.35	5465	0	28
2025.12.15	02:00:00	4302.32	4307.91	4300.08	4307.41	4774	0	28
2025.12.15	03:00:00	4307.42	4325.57	4305.66	4322.49	8610	0	28
2025.12.15	04:00:00	4322.29	4329.12	4320.78	4326.36	7049	0	28
2025.12.15	05:00:00	4326.32	4329.61	4319.40	4327.15	6818	0	28
2025.12.15	06:00:00	4327.07	4329.89	4323.12	4325.99	5206	0	28
2025.12.15	07:00:00	4325.99	4344.28	4324.93	4343.53	6892	0	28
2025.12.15	08:00:00	4343.50	4347.26	4339.63	4343.57	7208	0	28
